RA,Fase,Turma,Nome,Ano_Nascimento,Idade,Genero,Ano_Ingresso,Instituicao_Ensino,Ano_Referencia,Pedra_20,Pedra_21,Pedra_22,INDE_22,Num_Av,Avaliador1,Avaliador2,Avaliador3,IAA,IEG,IPS,IDA,Mat,Por,Ing,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Pedra_23,Pedra_23_1,IPP,Pedra_24,Pedra
RA-1519,Fase 3,3A,Aluno-1519,2009,15,M,2024,Outros,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,9.585,5.560902255666666,8.755,4.833333333333333,0.0,6.5,8.0,,7.5025,10.0,Fase 3,3,,,7.96875,Ametista,
RA-490,Fase 3,3A,Aluno-490,2012,12,F,2022,Privada,2024,,,Ametista,7.5764812987012995,4.0,Avaliador-21,Avaliador-26,Avaliador-23,9.168,5.5110047846666665,8.755,6.166666666666667,5.5,6.0,7.0,,7.295,10.0,Fase 2,1,,Ametista,7.8125,Ametista,
RA-346,Fase 3,3A,Aluno-346,2012,12,M,2022,Publica,2024,,,Topazio,8.143057777777779,4.0,Avaliador-21,Avaliador-26,Avaliador-23,10.002,9.149206349333333,2.51,6.166666666666667,6.0,4.5,8.0,,8.2525,10.0,Fase 3,0,,Ametista,7.96875,Ametista,
RA-546,Fase 3,3B,Aluno-546,2011,13,F,2021,Publica,2024,,Quartzo,Agata,6.770192769423559,4.0,Avaliador-21,Avaliador-26,Avaliador-23,5.832,3.7838383836666662,8.135,4.666666666666667,0.0,4.0,10.0,,5.5,10.0,Fase 3,0,,Agata,5.15625,Quartzo,
RA-1087,Fase 3,3B,Aluno-1087,2011,13,F,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,7.917,8.393265993333333,8.755,2.6666666666666665,2.0,5.0,1.0,,6.58,10.0,Fase 3,0,,Ametista,7.1875,Agata,
RA-493,Fase 3,3B,Aluno-493,2013,11,F,2021,Publica,2024,Topazio,Topazio,Topazio,8.306175283950617,4.0,Avaliador-21,Avaliador-26,Avaliador-23,10.002,8.933333333333334,10.0,3.1666666666666665,3.0,4.0,2.5,,6.705,10.0,Fase 2,1,,Ametista,7.03125,Ametista,
RA-1520,Fase 3,3B,Aluno-1520,2010,14,F,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,8.334,9.060606060666666,8.75,3.75,4.0,3.5,,,7.3325,5.0,Fase 4,-1,,,7.65625,Ametista,
RA-1072,Fase 3,3B,Aluno-1072,2011,12,M,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,8.751,5.627886710333333,8.755,8.166666666666666,8.0,7.0,9.5,,7.545,10.0,Fase 3,0,,Topazio,7.96875,Ametista,
RA-1521,Fase 3,3B,Aluno-1521,2010,14,F,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,7.5,6.157902555,2.51,3.1666666666666665,2.0,5.5,2.0,,5.4525,5.0,Fase 4,-1,,,6.09375,Quartzo,
RA-536,Fase 3,3B,Aluno-536,2012,11,F,2021,Publica,2024,Topazio,Ametista,Ametista,7.105690655172413,4.0,Avaliador-21,Avaliador-26,Avaliador-23,8.334,9.109090909,8.135,5.5,6.5,4.5,5.5,,7.415,10.0,Fase 2,1,,Ametista,7.1875,Ametista,
RA-1079,Fase 3,3B,Aluno-1079,2010,13,M,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,7.5,4.516498316333333,2.51,6.333333333333333,5.0,7.5,6.5,,4.1625,10.0,Fase 3,0,,Agata,4.21875,Quartzo,
RA-331,Fase 3,3B,Aluno-331,2010,14,F,2021,Publica,2024,Ametista,Ametista,Agata,6.636118019594441,4.0,Avaliador-21,Avaliador-26,Avaliador-23,8.751,7.735353535333334,8.755,3.5,4.0,3.5,3.0,,5.62,5.0,Fase 4,-1,,Ametista,6.09375,Agata,
RA-1522,Fase 3,3B,Aluno-1522,2011,13,M,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,8.751,10.0,9.38,7.0,10.0,4.0,,,7.1275,10.0,Fase 3,0,,,6.875,Topazio,
RA-1096,Fase 3,3B,Aluno-1096,2012,11,F,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,9.168,9.866666666666667,8.755,8.5,8.5,7.0,10.0,,9.09,10.0,Fase 2,1,,Topazio,9.0625,Topazio,
RA-513,Fase 3,3B,Aluno-513,2013,11,M,2021,Privada,2024,,Topazio,Topazio,8.228772285714285,4.0,Avaliador-21,Avaliador-26,Avaliador-23,10.002,8.831746031666666,8.135,7.666666666666667,9.0,5.5,8.5,,8.545,10.0,Fase 2,1,,Topazio,9.0625,Topazio,
RA-531,Fase 3,3B,Aluno-531,2012,12,M,2022,Publica,2024,,,Ametista,8.057199636363638,4.0,Avaliador-21,Avaliador-26,Avaliador-23,9.168,9.803921568666667,4.38,6.666666666666667,6.5,4.5,9.0,,7.335,10.0,Fase 3,0,,Topazio,7.96875,Ametista,
RA-1523,Fase 3,3B,Aluno-1523,2012,11,M,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,6.666,9.283272283333334,8.755,8.166666666666666,8.0,6.5,10.0,,8.755,10.0,Fase 2,1,,,8.90625,Topazio,
RA-1524,Fase 3,3B,Aluno-1524,2010,14,F,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,7.917,2.777777777666667,7.51,4.0,4.0,,,,6.9175,5.0,Fase 4,-1,,,7.65625,Quartzo,
RA-1147,Fase 3,3B,Aluno-1147,2009,15,F,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-26,Avaliador-23,8.751,6.125925926,8.755,3.1666666666666665,2.0,5.0,2.5,,5.495,5.0,Fase 4,-1,,Ametista,6.25,Quartzo,
RA-479,Fase 3,3C,Aluno-479,2012,12,M,2021,Bolsista,2024,Topazio,Topazio,Topazio,8.464686539682539,3.0,Avaliador-21,Avaliador-23,Avaliador-26,9.168,9.866666666666667,2.51,9.666666666666666,10.0,9.0,10.0,,9.45,10.0,Fase 2,1,,Topazio,9.375,Topazio,
RA-517,Fase 3,3C,Aluno-517,2010,14,F,2021,Publica,2024,Ametista,Agata,Ametista,7.604387307346327,3.0,Avaliador-21,Avaliador-23,Avaliador-26,7.5,5.266499582333334,2.51,5.0,4.5,4.0,6.5,,6.11,10.0,Fase 3,0,,Agata,6.041666667,Quartzo,
RA-325,Fase 3,3C,Aluno-325,2012,12,M,2022,Publica,2024,,,Ametista,7.619194363636365,3.0,Avaliador-21,Avaliador-23,Avaliador-26,9.168,9.866666666666667,7.51,7.0,7.0,5.5,8.5,,7.553333333,10.0,Fase 3,0,,Agata,8.333333333,Topazio,
RA-1525,Fase 3,3C,Aluno-1525,2011,13,M,2024,Publica,2024,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-26,7.917,8.293650793666666,5.63,7.0,6.5,5.5,9.0,,7.553333333,10.0,Fase 3,0,,,8.541666667,Ametista,
RA-518,Fase 3,3C,Aluno-518,2012,12,M,2022,Publica,2024,,,Ametista,7.660716285714286,3.0,Avaliador-21,Avaliador-23,Avaliador-26,8.334,6.8300751879999995,2.51,4.0,7.5,3.5,1.0,,6.94,10.0,Fase 3,0,,Ametista,7.083333333,Agata,
RA-1146,Fase 3,3C,Aluno-1146,2008,15,F,2023,Publica,2024,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-26,10.002,5.017209691,6.88,2.0,2.0,0.0,4.0,,5.883333333,5.0,Fase 5,-2,,Agata,6.25,Quartzo,
RA-530,Fase 3,3C,Aluno-530,2012,12,M,2021,Publica,2024,Topazio,Topazio,Topazio,8.33840773949389,3.0,Avaliador-21,Avaliador-23,Avaliador-26,8.751,6.468838763666667,9.38,4.5,4.0,6.0,3.5,,7.496666667,10.0,Fase 3,0,,Ametista,7.083333333,Ametista,
RA-524,Fase 3,3C,Aluno-524,2011,13,M,2021,Publica,2024,Ametista,Ametista,Agata,6.946674134932534,3.0,Avaliador-21,Avaliador-23,Avaliador-26,7.083,5.111779448666667,2.51,8.666666666666666,8.5,7.5,10.0,,7.39,10.0,Fase 3,0,,Ametista,8.333333333,Ametista,
RA-578,Fase 3,3C,Aluno-578,2012,12,M,2021,Bolsista,2024,Ametista,Topazio,Topazio,8.813892666666668,3.0,Avaliador-21,Avaliador-23,Avaliador-26,10.002,10.0,2.51,9.833333333333334,10.0,9.5,10.0,,9.45,10.0,Fase 2,1,,Topazio,9.583333333,Topazio,
RA-526,Fase 3,3C,Aluno-526,2010,14,M,2022,Publica,2024,,,Topazio,8.079349826086958,3.0,Avaliador-21,Avaliador-23,Avaliador-26,9.585,9.382456140333334,8.13,7.333333333333333,8.5,3.5,10.0,,7.496666667,5.0,Fase 4,-1,,Topazio,7.291666667,Ametista,
RA-528,Fase 3,3C,Aluno-528,2011,13,M,2021,Publica,2024,,Ametista,Quartzo,5.334539516483517,3.0,Avaliador-21,Avaliador-23,Avaliador-26,9.168,5.793483709333334,7.51,6.666666666666667,8.5,4.5,7.0,,6.936666667,10.0,Fase 3,0,,Ametista,7.291666667,Ametista,
RA-516,Fase 3,3C,Aluno-516,2013,11,M,2021,Bolsista,2024,Topazio,Topazio,Topazio,8.902781333333333,3.0,Avaliador-21,Avaliador-23,Avaliador-26,10.002,10.0,2.51,8.833333333333334,8.0,8.5,10.0,,7.56,10.0,Fase 2,1,,Topazio,8.541666667,Topazio,
RA-534,Fase 3,3C,Aluno-534,2010,14,M,2021,Publica,2024,,Ametista,Ametista,7.131280678842398,3.0,Avaliador-21,Avaliador-23,Avaliador-26,9.585,6.043441938333333,7.51,5.0,4.0,4.0,7.0,,7.103333333,10.0,Fase 3,0,,Quartzo,7.5,Ametista,
RA-1097,Fase 3,3C,Aluno-1097,2009,15,M,2023,Publica,2024,,,,,3.0,Avaliador-21,Avaliador-23,Avaliador-26,10.002,4.849791144666667,6.25,3.0,4.5,4.5,0.0,,5.88,5.0,Fase 4,-1,,Agata,6.041666667,Quartzo,
RA-360,Fase 3,3C,Aluno-360,2010,14,F,2021,Publica,2024,Ametista,Agata,Ametista,7.075193052489235,3.0,Avaliador-21,Avaliador-23,Avaliador-26,8.334,5.618045113,5.0,5.833333333333333,4.0,6.0,7.5,,6.993333333,5.0,Fase 4,-1,,Quartzo,7.708333333,Agata,
RA-1526,Fase 3,3D,Aluno-1526,2011,13,F,2024,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.168,10.0,8.75,3.75,2.0,5.5,,,8.1275,10.0,Fase 3,0,,,8.125,Ametista,
RA-1077,Fase 3,3D,Aluno-1077,2012,12,M,2023,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,0.0,7.703703703666666,6.885,2.0,0.0,6.0,0.0,,6.37,10.0,Fase 3,0,,Ametista,6.40625,Quartzo,
RA-508,Fase 3,3D,Aluno-508,2012,12,M,2022,Publica,2024,,,Agata,6.575002222222222,4.0,Avaliador-22,Avaliador-23,Avaliador-26,7.083,5.567251461999999,7.51,4.666666666666667,0.0,7.0,7.0,,7.5,10.0,Fase 2,1,,Ametista,7.65625,Agata,
RA-363,Fase 3,3D,Aluno-363,2010,14,M,2022,Privada,2024,,,Agata,6.644446000000001,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.585,9.523809524,5.625,5.333333333333333,4.0,3.5,8.5,,6.955,10.0,Fase 3,0,,Agata,7.34375,Ametista,
RA-340,Fase 3,3D,Aluno-340,2011,13,M,2021,Publica,2024,Ametista,Agata,Ametista,7.720835333333334,4.0,Avaliador-22,Avaliador-23,Avaliador-26,7.917,6.585769980666666,7.51,5.166666666666667,6.0,7.0,2.5,,5.83,10.0,Fase 3,0,,Ametista,6.5625,Agata,
RA-1527,Fase 3,3D,Aluno-1527,2010,13,M,2024,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.168,10.0,7.51,8.0,9.0,7.0,,,7.835,10.0,Fase 3,0,,,7.96875,Topazio,
RA-509,Fase 3,3D,Aluno-509,2010,13,F,2021,Publica,2024,Ametista,Agata,Ametista,7.808336000000001,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.168,6.363636363666667,2.51,6.0,6.0,4.5,7.5,,7.2475,10.0,Fase 3,0,,Ametista,8.28125,Agata,
RA-500,Fase 3,3D,Aluno-500,2012,12,F,2021,Bolsista,2024,Topazio,Topazio,Topazio,8.231946666666667,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.585,10.0,2.51,6.666666666666667,6.0,6.0,8.0,,8.3775,10.0,Fase 3,0,,Topazio,8.59375,Topazio,
RA-1528,Fase 3,3D,Aluno-1528,2011,13,M,2024,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.168,7.787878788,7.51,5.666666666666667,3.0,6.0,8.0,,7.335,10.0,Fase 3,0,,,7.96875,Ametista,
RA-1089,Fase 3,3D,Aluno-1089,2012,12,F,2023,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.168,7.039682539666667,8.13,6.833333333333333,6.0,6.0,8.5,,6.995,10.0,Fase 3,0,,Ametista,7.1875,Ametista,
RA-1090,Fase 3,3D,Aluno-1090,2010,14,M,2023,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.585,7.621832358666666,7.51,6.333333333333333,3.5,7.5,8.0,,7.4175,10.0,Fase 3,0,,Ametista,7.8125,Ametista,
RA-503,Fase 3,3D,Aluno-503,2012,12,M,2021,Publica,2024,Topazio,Topazio,Ametista,7.950002,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.585,9.824561403666666,7.51,7.666666666666667,6.0,8.0,9.0,,7.7925,10.0,Fase 2,1,,Topazio,7.8125,Topazio,
RA-1093,Fase 3,3D,Aluno-1093,2012,12,M,2023,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,7.5,7.722222222333333,8.13,8.666666666666666,8.5,8.0,9.5,,8.8825,10.0,Fase 3,0,,Topazio,8.90625,Topazio,
RA-1094,Fase 3,3D,Aluno-1094,2011,12,F,2023,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,9.168,9.523809523666666,2.51,7.333333333333333,6.0,7.5,8.5,,8.1675,10.0,Fase 3,0,,Topazio,8.4375,Topazio,
RA-1095,Fase 3,3D,Aluno-1095,2010,14,M,2023,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,7.5,7.84502924,7.51,2.3333333333333335,3.0,2.0,2.0,,5.125,10.0,Fase 3,0,,Agata,5.46875,Agata,
RA-1098,Fase 3,3D,Aluno-1098,2010,14,F,2023,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,8.751,5.822406257,7.51,3.5,1.0,3.5,6.0,,6.7475,10.0,Fase 3,0,,Ametista,7.34375,Agata,
RA-1106,Fase 3,3F,Aluno-1106,2011,13,M,2023,Publica,2024,,,,,4.0,Avaliador-22,Avaliador-23,Avaliador-26,8.334,5.4312354313333335,7.51,0.0,0.0,0.0,0.0,,7.5,10.0,Fase 3,0,,Ametista,7.65625,Quartzo,
RA-568,Fase 3,3F,Aluno-568,2008,16,M,2021,Publica,2024,Ametista,Ametista,Ametista,7.305919652173913,5.0,Avaliador-16,Avaliador-26,Avaliador-22,7.917,3.2619047620000003,8.13,5.166666666666667,5.0,5.5,5.0,,5.496,5.0,Fase 5,-2,,Agata,6.5625,Quartzo,
RA-558,Fase 3,3F,Aluno-558,2008,16,M,2022,Publica,2024,,,Quartzo,5.538561201058201,5.0,Avaliador-16,Avaliador-26,Avaliador-22,9.168,3.7763975156666674,8.13,3.0,2.5,4.0,2.5,,4.268,5.0,Fase 5,-2,,Agata,6.09375,Quartzo,
RA-559,Fase 3,3F,Aluno-559,2011,13,M,2021,Publica,2024,,Ametista,Ametista,7.633511273307791,5.0,Avaliador-16,Avaliador-26,Avaliador-22,10.002,5.705128205,8.13,3.1666666666666665,1.0,2.5,6.0,,4.728,10.0,Fase 3,0,,Ametista,6.25,Agata,
RA-1529,Fase 3,3F,Aluno-1529,2010,14,F,2024,Publica,2024,,,,,5.0,Avaliador-16,Avaliador-26,Avaliador-22,6.666,7.435897436,7.51,5.5,6.0,5.5,5.0,,6.964,5.0,Fase 4,-1,,,8.125,Agata,
RA-1111,Fase 3,3F,Aluno-1111,2012,12,F,2023,Publica,2024,,,,,5.0,Avaliador-16,Avaliador-26,Avaliador-22,6.249,4.600414078666667,7.5,5.0,5.0,4.0,6.0,,5.824,10.0,Fase 2,1,,Agata,6.5625,Agata,
RA-1108,Fase 3,3F,Aluno-1108,2010,13,M,2023,Publica,2024,,,,,5.0,Avaliador-16,Avaliador-26,Avaliador-22,9.168,3.7546583853333337,8.13,3.6666666666666665,3.5,3.5,4.0,,5.422,10.0,Fase 3,0,,Agata,7.1875,Agata,
RA-542,Fase 3,3F,Aluno-542,2011,13,F,2021,Publica,2024,Ametista,Agata,Ametista,7.221179827586207,5.0,Avaliador-16,Avaliador-26,Avaliador-22,8.751,6.481366459666667,8.13,3.9333333333333336,1.5,5.0,5.3,,6.232,10.0,Fase 3,0,,Ametista,7.03125,Agata,
RA-543,Fase 3,3F,Aluno-543,2012,12,F,2022,Publica,2024,,,Ametista,7.050000666666667,5.0,Avaliador-16,Avaliador-26,Avaliador-22,8.751,9.616977225666666,2.51,6.833333333333333,7.0,6.5,7.0,,8.7,10.0,Fase 2,1,,Ametista,8.90625,Topazio,
RA-1530,Fase 3,3F,Aluno-1530,2011,13,M,2024,Publica,2024,,,,,5.0,Avaliador-16,Avaliador-26,Avaliador-22,0.0,2.5238095237666665,8.13,2.8333333333333335,1.5,7.0,0.0,,5.258,10.0,Fase 3,0,,,7.03125,Quartzo,
RA-555,Fase 3,3F,Aluno-555,2010,14,M,2021,Publica,2024,Ametista,Ametista,Quartzo,5.949454421052632,5.0,Avaliador-16,Avaliador-26,Avaliador-22,10.002,2.7505175983333334,6.885,4.333333333333333,5.0,4.0,4.0,,5.03,5.0,Fase 4,-1,,Quartzo,5.0,Quartzo,
RA-1531,Fase 3,3F,Aluno-1531,2010,14,M,2024,Publica,2024,,,,,5.0,Avaliador-16,Avaliador-26,Avaliador-22,8.751,7.9726867336666665,7.505,5.833333333333333,4.5,8.0,5.0,,7.14,5.0,Fase 4,-1,,,7.34375,Ametista,
RA-1099,Fase 3,3G,Aluno-1099,2010,14,F,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-16,Avaliador-26,8.334,8.133333333333333,10.0,3.8333333333333335,2.5,3.5,5.5,,6.6225,10.0,Fase 3,0,,Ametista,7.8125,Ametista,
RA-1154,Fase 3,3G,Aluno-1154,2010,14,M,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-16,Avaliador-26,7.917,9.200000000000001,7.51,8.0,7.0,7.0,10.0,,6.745,5.0,Fase 4,-1,,Ametista,7.34375,Ametista,
RA-1100,Fase 3,3G,Aluno-1100,2012,12,M,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-16,Avaliador-26,7.5,7.1000000000000005,7.51,4.666666666666667,4.0,4.0,6.0,,5.6175,10.0,Fase 2,1,,Topazio,6.71875,Agata,
RA-381,Fase 3,3G,Aluno-381,2009,15,M,2021,Publica,2024,Agata,Agata,Agata,6.454070897064289,4.0,Avaliador-21,Avaliador-16,Avaliador-26,8.334,6.133333333333333,7.51,3.6666666666666665,2.5,4.5,4.0,,6.1225,5.0,Fase 5,-2,,Quartzo,6.71875,Quartzo,
RA-364,Fase 3,3G,Aluno-364,2011,13,M,2021,Publica,2024,Ametista,Topazio,Topazio,8.750002666666667,4.0,Avaliador-21,Avaliador-16,Avaliador-26,8.751,9.526143791,7.51,7.5,8.0,5.0,9.5,,7.2075,10.0,Fase 3,0,,Ametista,7.96875,Topazio,
RA-539,Fase 3,3G,Aluno-539,2011,13,F,2022,Bolsista,2024,,,Ametista,7.6649298275862074,4.0,Avaliador-21,Avaliador-16,Avaliador-26,10.002,9.233333333333333,7.51,5.833333333333333,5.0,3.5,9.0,,9.13,10.0,Fase 3,0,,Ametista,8.75,Topazio,
RA-573,Fase 3,3G,Aluno-573,2011,13,M,2021,Publica,2024,Ametista,Topazio,Topazio,8.261113555555557,4.0,Avaliador-21,Avaliador-16,Avaliador-26,9.168,9.5,8.755,5.0,6.0,3.5,5.5,,6.8275,10.0,Fase 3,0,,Ametista,7.8125,Ametista,
RA-1107,Fase 3,3G,Aluno-1107,2010,13,F,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-16,Avaliador-26,8.751,6.2,2.51,2.5,1.0,3.5,3.0,,6.785,10.0,Fase 3,0,,Ametista,7.5,Quartzo,
RA-368,Fase 3,3G,Aluno-368,2009,15,M,2021,Publica,2024,Ametista,Ametista,Agata,6.969181527369182,4.0,Avaliador-21,Avaliador-16,Avaliador-26,7.917,6.166666666666667,7.51,7.0,4.5,7.0,9.5,,6.7025,5.0,Fase 4,-1,,Quartzo,7.65625,Agata,
RA-387,Fase 3,3G,Aluno-387,2009,15,M,2021,Publica,2024,Agata,Agata,Agata,6.322553780885782,4.0,Avaliador-21,Avaliador-16,Avaliador-26,7.5,7.166666666666667,7.51,4.333333333333333,5.0,4.0,4.0,,5.9975,5.0,Fase 4,-1,,Quartzo,6.25,Agata,
RA-556,Fase 3,3G,Aluno-556,2011,13,F,2021,Publica,2024,Topazio,Ametista,Ametista,7.181471298245615,4.0,Avaliador-21,Avaliador-16,Avaliador-26,7.083,6.171428571333333,2.51,3.8333333333333335,1.5,4.5,5.5,,6.1625,10.0,Fase 3,0,,Ametista,6.40625,Quartzo,
RA-389,Fase 3,3G,Aluno-389,2011,13,M,2021,Publica,2024,Ametista,Agata,Ametista,7.184480244200245,4.0,Avaliador-21,Avaliador-16,Avaliador-26,9.585,6.674358974333333,8.76,5.166666666666667,6.5,4.0,5.0,,6.745,10.0,Fase 3,0,,Agata,6.5625,Ametista,
RA-390,Fase 3,3G,Aluno-390,2010,13,F,2022,Publica,2024,,,Agata,6.775947831501832,4.0,Avaliador-21,Avaliador-16,Avaliador-26,7.5,6.080701754333333,8.755,4.166666666666667,3.0,2.5,7.0,,6.08,10.0,Fase 3,0,,Agata,6.5625,Agata,
RA-376,Fase 3,3G,Aluno-376,2010,14,F,2021,Publica,2024,Ametista,Agata,Agata,6.9573737948717955,4.0,Avaliador-21,Avaliador-16,Avaliador-26,10.002,8.287284610666667,2.51,2.8333333333333335,2.0,5.0,1.5,,6.325,5.0,Fase 4,-1,,Ametista,6.5625,Quartzo,
RA-584,Fase 3,3G,Aluno-584,2012,12,F,2021,Publica,2024,Topazio,Ametista,Agata,6.7142532077294685,4.0,Avaliador-21,Avaliador-16,Avaliador-26,8.751,5.636363636333333,8.755,4.333333333333333,2.0,5.0,6.0,,6.37,10.0,Fase 3,0,,Ametista,7.34375,Agata,
RA-535,Fase 3,3H,Aluno-535,2012,12,F,2021,Publica,2024,Topazio,Ametista,Agata,6.953190321839081,5.0,Avaliador-16,Avaliador-26,Avaliador-22,9.168,7.161904762,8.135,6.0,7.0,5.5,5.5,,7.5,10.0,Fase 3,0,,Topazio,7.96875,Ametista,
RA-547,Fase 3,3H,Aluno-547,2011,13,F,2021,Publica,2024,Agata,Agata,Ametista,7.744553615384616,5.0,Avaliador-16,Avaliador-26,Avaliador-22,8.751,7.030620028333334,8.135,6.833333333333333,9.0,4.5,7.0,,5.932,10.0,Fase 3,0,,Agata,5.625,Ametista,
RA-557,Fase 3,3H,Aluno-557,2012,12,M,2021,Bolsista,2024,Ametista,Topazio,Topazio,8.334031111111113,5.0,Avaliador-16,Avaliador-26,Avaliador-22,10.002,8.756265663999999,7.51,9.666666666666666,10.0,9.0,10.0,,9.576,10.0,Fase 3,0,,Topazio,10.0,Topazio,
RA-548,Fase 3,3H,Aluno-548,2010,13,M,2021,Publica,2024,Ametista,Ametista,Ametista,7.292060604010025,5.0,Avaliador-16,Avaliador-26,Avaliador-22,9.168,7.600427350666667,7.51,6.666666666666667,9.0,5.0,6.0,,5.626,10.0,Fase 3,0,,Ametista,5.9375,Ametista,
RA-1102,Fase 3,3H,Aluno-1102,2012,12,M,2023,Publica,2024,,,,,5.0,Avaliador-16,Avaliador-26,Avaliador-22,8.751,9.390476190333333,8.13,9.333333333333334,10.0,8.0,10.0,,7.07,10.0,Fase 2,1,,Topazio,5.9375,Topazio,
RA-1532,Fase 3,3H,Aluno-1532,2009,15,M,2024,Publica,2024,,,,,5.0,Avaliador-16,Avaliador-26,Avaliador-22,0.0,3.9057239053333332,7.51,2.0,0.0,6.0,0.0,,6.832,5.0,Fase 4,-1,,,7.5,Quartzo,
RA-538,Fase 3,3H,Aluno-538,2009,14,M,2022,Publica,2024,,,Agata,6.309259592592594,5.0,Avaliador-16,Avaliador-26,Avaliador-22,8.751,7.668803418666666,7.51,6.166666666666667,10.0,4.5,4.0,,5.292,5.0,Fase 4,-1,,Agata,5.625,Agata,
RA-365,Fase 3,3H,Aluno-365,2012,11,F,2022,Publica,2024,,,Topazio,8.062502666666667,5.0,Avaliador-16,Avaliador-26,Avaliador-22,9.585,10.0,7.51,6.666666666666667,8.0,7.0,5.0,,8.202,10.0,Fase 2,1,,Topazio,8.4375,Topazio,
RA-563,Fase 3,3H,Aluno-563,2011,12,F,2021,Publica,2024,Topazio,Ametista,Topazio,8.219535581098341,5.0,Avaliador-16,Avaliador-26,Avaliador-22,9.168,9.461904762000001,8.135,8.333333333333334,10.0,9.0,6.0,,7.468,10.0,Fase 3,0,,Ametista,8.125,Topazio,
RA-1157,Fase 3,3H,Aluno-1157,2009,15,M,2023,Publica,2024,,,,,5.0,Avaliador-16,Avaliador-26,Avaliador-22,9.585,9.082539682666665,7.51,7.0,8.0,6.0,7.0,,8.466,5.0,Fase 4,-1,,Ametista,7.96875,Ametista,
RA-258,Fase 3,3H,Aluno-258,2010,13,F,2021,Publica,2024,Ametista,Topazio,Agata,6.925909119658121,5.0,Avaliador-16,Avaliador-26,Avaliador-22,7.084,6.944444444333333,7.51,2.5,,5.0,0.0,,6.732,10.0,Fase 3,0,,,7.34375,Agata,
RA-369,Fase 3,3H,Aluno-369,2011,13,M,2022,Publica,2024,,,Agata,6.973149037037037,5.0,Avaliador-16,Avaliador-26,Avaliador-22,8.751,4.908119658333334,7.51,1.6666666666666667,0.0,0.0,5.0,,5.428,10.0,Fase 3,0,,Agata,6.40625,Quartzo,
RA-375,Fase 3,3H,Aluno-375,2011,13,M,2021,Publica,2024,Topazio,Topazio,Ametista,7.830771230769231,5.0,Avaliador-16,Avaliador-26,Avaliador-22,9.585,9.443589743666667,7.51,6.833333333333333,9.0,5.5,6.0,,6.432,10.0,Fase 3,0,,Ametista,7.1875,Ametista,
RA-1533,Fase 3,3I,Aluno-1533,2010,14,F,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-26,9.168,9.710144927666667,8.135,9.5,10.0,8.5,10.0,,8.3375,10.0,Fase 3,0,,,8.5,Topazio,
RA-1534,Fase 3,3I,Aluno-1534,2010,13,F,2024,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-26,7.917,9.666666666666666,8.135,1.1666666666666667,2.0,1.5,0.0,,8.0825,10.0,Fase 3,0,,,8.0,Ametista,
RA-1160,Fase 3,3I,Aluno-1160,2010,14,M,2023,Publica,2024,,,,,4.0,Avaliador-21,Avaliador-23,Avaliador-26,8.751,8.201288245,7.51,3.1666666666666665,5.5,2.0,2.0,,6.2475,5.0,Fase 4,-1,,Agata,6.25,Agata,
